d0, d1, d2, d3, d4, d5, d6, d7, d8, d9, d10, d11, d12, d13, d14, d15, D.V.
1.754486, 4.505066, 4.291931, -8.228088, 2.694397, 1.596008, -1.314636, 10.501099, 2.092773, 9.967347, 3.492798, -8.525665, -2.152282, -4.508423, -4.331085, -4.802765, 19.7088482809486
6.736939, 4.206909, 10.909119, 7.093139, -8.953461, 6.977417, 7.591156, 9.975556, 0.824951, -3.221985, -7.658569, -3.854035, 6.761841, 3.604859, 0.226349, -7.883606, 2417.80884001462
0.692047, 0.010284, 9.568817, -2.042938, -6.275604, -1.736908, 2.389648, 1.269165, -3.004302, -4.866303, 9.473877, 2.782318, 6.049682, -0.69577, -5.937684, 3.577454, 1.73179049775308
10.840729, 7.403686, -1.832245, -7.065734, -1.636994, 4.668213, -1.483429, 6.803986, 8.904145, -7.773957, 10.11502, 2.907044, 9.924378, -5.992127, -4.559296, -2.544342, 15213.6605325549
10.560242, 4.281921, 6.25888, 2.501526, 2.753601, 2.814026, -0.936005, 4.908448, 2.005554, 6.652893, 2.145965, 7.950104, -4.24472, -8.459717, 0.281708, 1.532532, 13736.1664549125
-3.616028, 5.945984, 2.051483, 3.0419, 9.84375, 0.72815, 9.780213, -5.18283, 10.91156, 5.418457, -7.895935, 10.24765, 7.068084, 2.13211, 0.161773, 10.495789, 133.150528378495
-6.998353, -4.896851, 9.41098, 5.844696, 4.737152, -3.155548, 8.069732, -2.32904, 8.389923, 7.933136, -0.817078, 4.042114, -0.455383, -5.57959, 1.313507, -8.060577, 2097.96175713425
10.259216, 6.866944, 3.859131, 4.105499, 3.693848, 0.003021, -8.006591, -5.483002, -2.635254, 2.013519, -1.767639, 3.482178, 3.02304, 0.448303, 6.625855, -1.636322, 12273.1897094921
2.158874, 4.757172, 0.573914, -7.073913, 3.130096, -7.549866, 7.268219, 7.308624, 6.916321, -7.117431, 2.758515, 3.622803, 3.497742, 4.665314, -5.356048, 2.175079, 38.6040236627813
10.85904, 5.699829, 7.389526, 5.314544, 10.618408, 3.83844, 2.267486, -0.094513, 8.28128, 5.169403, -0.076263, -1.57486, 7.119354, 5.927124, -2.430725, -2.313659, 15314.0937456038
0.674469, -4.972809, -7.203491, 0.185119, -6.112457, -5.773255, -0.979249, -5.926606, 2.852387, 3.909455, 9.546631, 4.756653, 6.194732, 8.495697, 4.25943, -3.883515, 1.64314074862652
3.076049, 10.477814, -6.058471, -8.641571, 7.82248, -2.919831, -6.786194, -5.515442, -5.821259, 0.544342, -5.89795, -1.609039, 0.187042, 10.039276, 2.228363, -6.409271, 131.174850007017
-0.30899, -1.803559, 8.627594, -3.438721, -4.535492, -6.729981, -1.811341, 4.717255, -7.034332, -2.078033, 6.72107, -2.991944, -6.284332, -0.367706, 10.64624, 2.140564, -0.233900503289572
8.302795, -3.265899, 8.313934, -8.573303, 3.011138, -1.926117, 1.943634, -8.743836, -5.925263, 7.296478, -3.80893, -1.805878, -4.443756, -6.244537, 4.339477, 0.703736, 5401.83194541066
0.851075, -6.951905, 1.115997, -3.506042, 5.816132, -6.824402, 9.1333, -0.507874, 0.523743, -3.671692, 7.955658, 0.441528, 0.640656, 2.295776, -1.209289, 3.124267, 2.71651366757057
-8.568146, 9.501923, -8.194427, 9.208709, -0.610504, -5.334717, -1.931641, -5.27774, -1.513184, -3.915924, 3.114685, 1.149017, 10.057037, 5.546417, -3.861115, 7.152374, 4825.31765012274
-0.702728, -5.134643, -3.189422, 9.922669, 6.397461, 6.039245, 5.715943, 4.149963, 0.29422, -5.963288, -0.575745, 3.621491, -7.950257, -5.793152, 2.179199, 9.44455, -0.312062414150939
9.855805, 7.314453, 10.215271, -3.106048, 0.662567, 4.200103, 0.699311, -2.115173, 5.432556, 4.065307, 7.296722, 5.070159, -0.980561, 7.382782, -1.636994, 7.563568, 10499.9307908985
-5.32785, 0.431457, 3.760132, -8.713135, -7.836426, -4.543366, -7.702027, 0.942719, -1.455383, -4.544678, -3.199341, 7.612427, 7.52301, -1.413788, -5.202026, 0.978394, 677.58604188444
10.467255, -2.795105, 2.841889, -4.828095, 6.035491, -3.476013, 0.447754, 1.245788, 7.429535, 1.898407, 9.66095, -7.728028, 0.27359, 8.735321, 1.248077, 7.06427, 13271.0036012626
0.118286, 5.029541, 7.513489, 9.52594, 6.56958, -6.476501, 2.740692, -7.377624, 9.042572, -6.507599, 4.258697, 0.97876, 10.140564, -8.845398, 6.133422, 8.102722, 0.134128349816399
-7.341247, -7.293548, -3.515778, -2.768006, 6.213348, 5.982697, -5.574921, 2.807099, 3.495361, 7.741516, -1.368744, -2.431091, 8.149536, 9.574738, 10.530487, 3.281463, 2555.45744088852
0.27829, 10.442871, 0.119506, 1.079406, 2.570526, 1.83548, 1.405456, 1.440857, -2.944336, -6.443848, 0.472198, 3.784943, -2.517578, -1.86731, 8.171875, -5.305511, 0.383285361568743
1.322876, 2.852356, 9.441101, 5.763672, -0.598847, 1.421936, -7.757416, 1.070709, 2.147583, 9.252899, -4.868561, 4.275451, 2.477356, 0.371673, -5.553497, 0.342041, 8.45041430683027
3.294678, 4.954651, 6.126983, -6.113342, 4.621491, -4.511658, 4.153534, -4.849884, -2.64859, 7.554718, 6.615021, 5.595429, -4.371277, -6.75882, -4.600403, 7.130645, 167.741913461982
-3.147796, 1.175781, 10.511353, -8.043579, -6.695954, 2.187347, -5.988404, -5.961396, 5.403778, 7.590729, -8.414673, 10.206024, -6.412842, 1.096893, -4.267456, -3.126983, 73.7512538531452
-4.189911, -8.651978, -2.415253, 3.387237, 4.677551, -4.922242, -6.653687, -8.997895, -4.802552, 0.896363, 1.360962, 5.47467, 0.159515, 2.700775, -5.197021, 10.288177, 248.00053223041
2.139343, -0.290069, -2.006164, -3.500336, 6.127075, -4.875306, 9.343475, 1.212707, 0.781525, 10.413238, 6.916748, -2.32492, 2.30899, 2.221069, 6.624848, -5.998658, 37.4544445651712
6.967103, 1.90625, -3.958374, -1.479492, 8.193817, -5.300537, 3.845124, -0.25122, 4.361328, 7.489258, 9.88385, -6.012847, -2.845093, 0.232208, 2.868317, -7.455994, 2749.87694991073
0.576813, 7.988007, -2.312652, -5.417145, 8.575317, -2.420349, -3.650482, -0.405029, 10.298431, -2.121429, -8.450439, 0.49707, 1.972931, 4.714905, 8.859803, 10.353912, 1.21213765537919
0.408234, -2.587494, -2.453552, -6.274017, 8.125335, -4.050903, 0.01123, -3.357879, -8.889374, -8.258392, 6.857514, 8.197296, 2.194915, -5.943848, 6.58194, -4.224914, 0.670697124128519
-5.942749, -2.956757, 9.890717, 5.895447, -2.146148, -3.602081, 5.641052, 8.687378, 3.472046, -3.355011, 6.407562, 4.986481, -8.590942, -1.950867, -6.326324, -7.942261, 1066.73643550979
9.276123, 8.149994, 2.648071, -1.056915, 8.927185, -8.077575, -3.293976, -8.565949, 9.212951, 5.561646, -1.544189, 0.669556, 4.35968, -3.106689, 2.430206, 9.358368, 8297.49302726078
2.973237, 1.408783, 0.402771, 2.626892, 1.667786, 9.925202, -4.670593, 3.491821, -0.680054, 6.870697, 1.914582, 4.957734, 3.947449, 0.194427, 2.802857, -4.260254, 116.245245836016
-4.786682, -1.098083, 4.395294, 8.611267, 2.554443, 5.215118, -2.709198, 2.376556, 4.935822, -5.642456, -1.647492, 9.468414, -2.770752, -6.035583, -1.600617, -3.829163, 433.426248136824
-6.782715, 8.117889, 10.522369, 7.466675, 0.222168, 5.007232, -5.974061, 7.510315, 7.359711, -2.786164, -5.52299999999994E-03, 4.725281, -1.581787, 5.621491, 8.483673, 3.526886, 1843.66271543253
10.362396, -3.048492, 7.336975, -7.330017, -6.537781, 9.922883, -4.373108, -1.778473, -7.953125, -7.962494, -5.278473, 4.158264, 6.883728, 0.990113, 9.975861, 5.589417, 12760.751481894
3.182037, -5.296234, 4.048309, -6.395782, 2.222076, 2.989686, 2.84195, -5.255218, 8.608948, 7.832672, 8.071014, 0.103576, 6.151397, -8.698975, -7.547607, -5.953858, 148.049569323142
-2.634064, 5.081939, 4.521881, 5.558716, -3.39444, 5.641449, -3.924378, -3.779022, -4.18631, 2.009735, 0.236603, 4.80362, 9.903138, 2.191162, 3.145935, 0.491058, 34.1682328521057
0.760041, 5.199554, 3.279419, 0.729004, 5.87262, 7.718262, 10.388763, 6.697205, -6.414795, 6.385345, 9.068084, -5.592896, -8.022888, 8.703766, 6.945404, -6.575592, 2.11044412820363
8.366546, -1.423584, -2.501099, -4.783112, -7.560455, 8.466492, -5.501648, 5.126831, 10.003784, 0.182434, 3.071594, 0.968903, -7.632385, -4.711762, -1.604035, 8.252716, 5563.88913753708
1.343872, -1.861481, -5.985474, 2.030426, 0.878846, -1.461304, -4.22229, -1.630493, 0.306061, -6.969849, -6.590515, 1.450287, 1.225372, -1.199646, -7.300995, -3.711304, 8.83849290149396
6.006774, -6.78183, 0.316833, 0.083953, -2.080749, -6.28600000000001E-03, -5.743622, 4.19104, 0.884797, 7.963837, -0.099639, -7.281402, -8.142761, 3.502075, -1.28775, -7.248626, 1560.68318123594
-5.173858, -0.446167, -5.44751, 1.197998, 1.445801, 1.296661, 7.620117, -8.736389, -0.710907, -3.574799, 0.019073, 8.547577, 0.726319, 8.061554, 0.949555, 9.765961, 599.665951415891
2.429199, 3.290344, -5.475494, 5.099365, -5.500214, 10.318817, 8.211029, 0.165588, 3.224273, 0.262115, 10.896698, 7.617127, -8.547974, 1.553314, 0.581116, 2.363953, 57.4868218221739
-3.400604, 4.97873, -8.307892, 8.421142, 1.278656, -2.66214, 5.027343, 0.381561, 10.55191, -6.27124, 0.320648, 8.513428, -3.190002, 1.458069, -4.566681, 7.483093, 102.567136894107
1.276397, 10.576202, -5.829224, 9.702606, -2.8638, 5.037536, 2.723633, -5.697602, 1.289795, 0.485474, -4.265533, 7.728943, 9.732117, -2.33728, -5.011108, 0.967408, 7.63933641909204
-5.443787, 0.44635, 5.732208, 5.389313, -1.417602, -8.492004, 0.610687, 8.225219, 3.612061, -3.401031, -3.761963, 5.662323, -7.693512, 6.460541, 6.386688, -2.432892, 741.087771683982
-6.309021, 5.358917, 2.804413, -1.1669, 8.283569, -2.754456, -8.344452, 10.353424, 10.848969, 3.542145, -0.412567, 0.6185, -7.222442, 2.550995, -5.578095, -4.061309, 1366.71024963805
5.089172, 5.48996, 2.471619, 5.291992, -1.937836, 0.152771, 8.481506, 8.796601, 0.487122, 0.194122, -3.804932, -5.191345, 0.545898, 4.039733, -3.45404, -6.355072, 833.589718742552
1.315491, 10.421722, -6.525696, 9.930298, 2.896973, 8.538544, -2.631928, 10.570618, -3.830689, -6.159698, -4.870514, 7.35025, -5.831574, 4.438782, 6.866516, 9.154785, 8.31717414847486
-1.909119, 2.14273, 0.209198, 10.818573, 1.923005, -4.88208, 0.251068, 4.597626, 7.694672, -1.827668, 0.11557, 0.266937, 0.358246, 4.666321, -3.852509, 3.843506, 8.06147865419232
-1.707489, -3.95221, 7.729279, 10.933655, 3.431518, 10.012237, -3.277466, 0.705963, -8.981537, 2.288147, -8.465576, -3.511322, 3.984803, -1.953156, 9.809021, -5.007385, 4.73006280427211
9.953888, -8.062133, 10.743744, -8.841431, -1.130005, -8.250885, -2.969239, 9.630249, 7.252319, 6.691864, 1.423401, -1.148376, 1.0737, 7.311004, 8.927552, 1.789795, 10912.0877382634
5.264648, 3.020294, 0.618103, -2.717346, 3.842224, 7.262359, -7.919709, 0.011352, 2.664002, -2.706116, 2.476105, 7.098205, -4.193206, 8.595856, 9.235748, 8.329132, 947.104281891559
6.57077, -3.0914, 6.374084, -8.998566, 4.108245, -1.10794, 5.431885, 6.396423, 9.677612, -4.589142, -0.957642, 10.877106, 9.522247, 4.444519, 4.122528, -4.389221, 2197.52111722567
-2.62558, 4.622528, -7.310333, -1.083282, 8.584259, -8.615418, -0.697388, -0.7612, 4.873444, 9.765717, -5.871704, -8.256714, -4.285553, 10.806519, 2.633057, 4.54129, 33.6908980815162
7.334106, -5.411896, -1.100921, 2.53656, 10.342773, 10.892487, 6.565765, 9.898133, -7.011871, 1.48761, 3.396271, -5.842102, -8.966004, -6.962464, 6.468719, -0.066619, 3348.88669993731
-6.735535, 1.637604, -7.23200000000002E-03, 9.275299, 10.61261, 5.97461, 0.750885, -7.359741, 1.914429, 3.111877, 0.164886, 5.488403, 0.287842, 9.899537, -3.012756, 1.506073, 1791.26183475781
-1.863495, -7.990418, 4.617493, 6.453461, -5.221283, -0.403961, 7.043762, 0.637299, 7.701447, -2.419769, -4.591004, -6.991578, 10.439056, 6.560761, 5.202484, -0.115448, 7.19696582575098
8.077362, 4.348785, 1.076232, -0.702149, -6.617615, 1.128143, -8.713593, 10.967621, 9.554504, -5.759461, 9.759674, 1.89795, -3.392944, 1.595642, 6.784638, -6.399597, 4857.06916442079
-2.629517, 6.706238, -7.671784, -4.058441, 3.121124, -0.65152, 9.977173, -4.384125, -6.164825, -0.153015, 3.504303, 0.243164, -1.932526, 2.984894, 4.060089, 10.091278, 33.9117858158822
3.455627, -3.460754, -6.011077, 2.423859, 10.848694, 3.440918, -3.729462, -8.5271, -8.938752, 4.559906, -5.413513, -1.963562, -0.747803, 10.115509, 1.011566, -1.298767, 199.257893960767
-8.071319, 3.711304, 0.330047, -8.309692, -0.424896, 0.995514, 0.977326, -5.664154, 0.906861, -2.053955, -8.393921, 3.176513, -6.250671, -6.21933, -5.722077, 0.680481, 3775.28531065047
-8.458099, 7.492187, -1.720398, 8.592743, 5.466583, 3.008605, 9.564545, 2.90802, 3.20227, 9.978211, 1.819184, 4.468323, -4.696686, -7.82016, -2.845642, 6.185516, 4575.88497344131
-0.796326, -0.442047, -4.578156, 5.889191, 8.845703, -0.117218, 1.155548, -7.200897, 9.934082, 8.035614, 8.138122, -5.377014, 8.814728, -1.081268, -2.407715, 4.279114, -0.265041845128222
-5.02127, -0.009185, 8.997162, -6.756043, -6.808838, 3.42691, -5.470184, 3.524963, -8.754914, -8.096374, 7.131561, 1.257995, 0.340484, -8.990662, -0.800629, 1.930237, 529.292891192703
5.087982, 0.279388, -3.097625, 2.22763, 10.138, 3.856049, 0.123169, -6.49234, 9.434418, 4.773896, -5.975708, -0.102996, 5.093719, 6.869843, 3.239532, 7.014129, 832.856792218369
5.908692, 3.318359, 7.69043, 4.316986, -3.522553, -1.208465, 6.027648, 1.075622, 8.957337, 5.244354, -3.302551, -2.030029, 1.443787, 4.324737, 5.632904, -7.687683, 1466.00188874685
10.974244, 3.408813, 10.570526, -8.104919, -7.842926, -7.739014, -3.008453, 8.46344, 0.425476, 3.319122, 0.688385, 10.81305, -4.083618, -0.395294, -2.044067, 6.512482, 15957.4366339465
6.974366, 1.257995, 7.408173, -1.74878, 7.280578, 7.698212, 8.419403, -3.187988, 0.606598, -3.5914, 3.190674, -7.331329, -5.806671, -4.65329, 3.441284, 0.208709, 2760.88460016948
0.755005, -4.020568, -2.274902, -2.419006, -5.891999, -8.056701, -0.628021, 3.168426, -8.575195, -6.670532, 5.054229, -4.314483, -2.887207, 6.593964, 8.977875, 5.901154, 2.08035208354463
9.318359, 5.092926, -7.30072, 1.986176, -7.944397, 5.242614, -3.433624, -5.513947, 0.960389, -3.695435, -3.214905, -4.081451, 4.669159, 0.79596, 8.11087, -3.003631, 8445.04419432577
-7.177154, -8.475525, 3.164947, 8.474823, 4.695893, 0.248687, 6.375824, 10.624512, 3.449982, -5.036865, 2.545654, 6.328918, 3.013061, 9.80838, -0.958344, 2.807068, 2328.06683923781
-2.416778, -3.393616, -4.387451, -6.038726, 3.75763, -4.979554, -7.170135, -4.650299, -2.713654, 9.340484, 8.15451, 6.784058, 8.451355, 2.893189, 8.62793, 0.552277, 23.4232129217027
-5.929627, -0.922883, 7.188842, 10.266052, 2.125793, 4.022888, 10.614349, -7.66629, 5.018585, -5.121673, -8.913514, 9.057678, -2.552795, -2.281372, 1.383636, 2.357178, 1057.00143720805
1.91153, 4.081512, -1.303192, -1.884003, 4.841675, 9.127411, -6.928711, 7.154937, 1.35202, 10.42453, 5.472748, -4.170318, -7.380005, -0.640869, -0.521149, 3.253326, 25.901434383751
3.890137, -5.829407, -1.404327, -5.855896, -4.897217, 2.611572, 8.198944, 3.297973, -0.851776, -7.766724, 1.100586, -0.313751, 6.745362, 9.29541, -2.259918, 0.178466, 306.906100905244
6.945862, -6.698425, -4.999085, -4.11026, 9.262878, 10.15924, 0.651886, 8.153686, 0.424988, 3.964905, 3.413635, 0.119842, -7.244812, -4.585541, 7.649964, 8.976563, 2717.87388671717
6.174713, 2.838044, -7.315765, 0.798462, 2.831971, 3.860443, 10.740906, 6.019195, -6.643555, -1.313843, -5.488251, -0.470886, -6.26239, -2.99054, -1.652619, 3.397858, 1733.39985161227
2.828827, -6.450226, 8.073669, 10.222015, 0.476288, 10.211578, -8.566956, 6.0979, 8.272857, 1.869843, 8.151031, -6.781006, -4.063018, 5.779877, -8.372467, 3.098846, 97.5043048092466
1.316681, 2.612732, -1.746613, 3.418518, -6.981629, 4.115234, -4.648438, -4.50061, 6.660828, 10.395172, 0.743805, 4.400696, 9.753968, 0.831452, 5.941834, 6.642304, 8.33853071989467
-5.797028, 4.609253, -8.036102, 0.552246, -5.563019, -7.119781, 7.776062, 0.239532, 10.163147, 9.547516, -4.641297, -7.80838, -3.254547, -4.323883, -3.602051, -8.502808, 962.32817695277
-3.791352, 0.527832, -6.398102, 3.693787, 4.867127, -7.778382, -8.357727, -7.759522, 10.578949, -2.981476, -0.279388, -0.384552, -3.375427, 10.232086, -7.240204, -3.961243, 162.70671498732
-8.789124, 0.763275, 6.220428, -5.180084, -8.399933, 9.260772, 4.542267, 0.330566, 1.863495, 0.906128, 9.21054, 7.602112, 0.260711, -0.176178, -0.55249, 0.548492, 5356.87292539495
6.243164, 10.116546, 6.528656, -5.18631, 5.083313, 4.525299, 0.724335, -7.755585, 4.128418, -0.285553, 1.865937, -0.012176, 4.679474, 5.182068, -1.462463, 7.214172, 1807.77473743537
-2.504852, 2.795014, 7.89209, 6.464416, 6.920594, 4.949006, 6.092987, 0.622894, 6.64148, -0.646118, 5.380371, -1.485016, 6.062774, 2.443756, 6.762543, -4.870209, 27.4199138276061
1.312805, 0.412109, -3.667542, -3.532318, -3.128051, 9.871979, 8.209076, -3.986847, -0.173217, 2.141113, 8.103668, 7.832306, -4.251251, -2.84787, -2.488556, 6.295532, 8.26912881356699
5.198303, 0.987671, -2.472259, 6.425262, 3.853638, 9.040557, 7.289581, -7.131469, -0.735382, -0.200988, -8.958039, -6.50531, 0.231781, 1.256592, -2.170593, 2.617951, 902.898661374512
-1.18985, 7.947693, 9.812165, 2.845246, 3.938172, 5.607361, -1.792176, 0.548676, -7.30838, 9.456726, -8.142395, 0.963318, -0.837494, 4.112915, 9.417816, 8.90976, 0.54569949293581
-2.037017, -2.87555, 8.176178, 9.141876, -2.645722, 7.131225, -8.506653, -6.680573, 5.000549, 4.649658, 0.869202, -6.394379, -4.652222, 0.483063, -4.365631, 6.889985, 10.8777828450564
3.627808, -2.243499, 4.26654, -5.364227, 7.48703, -0.422821, -3.66806, 5.352905, -4.759491, 6.319488, 8.051605, 0.695313, -2.249206, -0.464813, 7.492981, 0.183807, 237.746027976374
4.931763, 3.488586, 4.38623, 3.553742, 8.877625, -8.68338, -6.434387, -8.272522, 0.616821, 8.814087, 0.035888, 6.412292, 0.490875, -3.156189, -1.336181, -3.677216, 740.779411163222
-5.841706, 5.371734, 9.494476, 4.028778, -3.776398, 8.127105, 1.692688, 5.427795, 8.491058, -5.112365, -7.890534, 2.842743, 1.843689, 0.389648, -6.526703, -1.25534, 993.48424441092
-8.252838, 1.863251, -1.793244, 5.10025, -6.621277, 3.192474, -2.132293, 5.344696, 9.381012, -3.299499, 3.215881, -4.020874, 9.241089, -8.440399, -6.095916, -7.206604, 4136.64271009512
